GeneID,exon_bp,intron_bp,gene_bp
Gm47956,1860,4426,6286
Gm47958,541,637,1178
Gm47959,933,0,933
Gm4796,624,0,624
Gm47960,991,1704,2695
Gm47962,834,25350,26184
Gm47964,210,0,210
Gm47965,115,0,115
Gm47966,675,4715,5390
Gm47967,1090,0,1090
Gm47968,3853,0,3853
Gm47969,1015,0,1015
Gm4797,1283,0,1283
Gm47971,2077,0,2077
Gm47972,428,0,428
Gm47973,199,0,199
Gm47974,3154,0,3154
Gm47976,1545,0,1545
Gm47978,222,0,222
Gm47979,196,34688,34884
Gm4798,1699,0,1699
Gm47982,2340,0,2340
Gm47983,291,0,291
Gm47984,572,0,572
Gm47985,1707,0,1707
Gm47986,492,0,492
Gm47989,111,0,111
Gm4799,657,0,657
Gm47990,333,19863,20196
Gm47992,1987,0,1987
Gm47994,780,0,780
Gm47995,903,0,903
Gm47996,942,0,942
Gm47997,552,313,865
Gm47998,387,0,387
Gm47999,745,0,745
Gm4800,1266,0,1266
Gm48000,503,0,503
Gm48001,411,347,758
Gm48003,1136,17472,18608
Gm48004,1327,1177,2504
Gm48005,181,0,181
Gm48006,588,21707,22295
Gm48007,417,1104,1521
Gm48008,667,444,1111
Gm48009,2446,0,2446
Gm48010,441,446,887
Gm48012,1302,2330,3632
Gm48016,181,0,181
Gm48017,208,0,208
Gm48018,1577,5130,6707
Gm48019,108,0,108
Gm4802,370,0,370
Gm48022,1431,777,2208
Gm48023,464,6246,6710
Gm48024,658,4396,5054
Gm4803,1279,0,1279
Gm48032,105,0,105
Gm48033,375,0,375
Gm48034,242,102,344
Gm48035,1449,0,1449
Gm48037,124,0,124
Gm48038,387,929,1316
Gm4804,1644,121040,122684
Gm48040,1273,0,1273
Gm48042,126,0,126
Gm48045,1948,0,1948
Gm48048,486,0,486
Gm48049,271,0,271
Gm48050,809,8443,9252
Gm48051,1222,3038,4260
Gm48052,293,1709,2002
Gm48053,1722,3370,5092
Gm48054,841,0,841
Gm48056,239,1168,1407
Gm48057,1019,1001,2020
Gm48058,286,744,1030
Gm48059,163,0,163
Gm4806,1690,0,1690
Gm48061,370,9352,9722
Gm48062,2622,0,2622
Gm48065,4129,157,4286
Gm48067,220,0,220
Gm48068,567,0,567
Gm48069,1484,0,1484
Gm48070,282,0,282
Gm48071,773,485,1258
Gm48072,396,2613,3009
Gm48073,2763,734,3497
Gm48075,403,5745,6148
Gm48076,1415,0,1415
Gm48077,1742,0,1742
Gm48079,550,0,550
Gm4808,1203,0,1203
Gm48080,153,0,153
Gm48081,652,0,652
Gm48082,3842,0,3842
Gm48084,909,31388,32297
Gm48085,448,0,448
Gm48087,637,0,637
Gm48088,482,0,482
Gm48089,939,10250,11189
Gm48091,1105,158947,160052
Gm48093,560,2954,3514
Gm48094,781,14698,15479
Gm48096,192,0,192
Gm48097,169,0,169
Gm48098,282,0,282
Gm4810,1607,0,1607
Gm48100,1026,0,1026
Gm48101,121,0,121
Gm48102,370,6864,7234
Gm48105,2653,21824,24477
Gm48106,960,7165,8125
Gm48107,386,551,937
Gm48108,483,292,775
Gm48109,390,0,390
Gm4811,1220,0,1220
Gm48110,400,0,400
Gm48111,3841,0,3841
Gm48112,3465,68110,71575
Gm48113,1039,0,1039
Gm48115,960,0,960
Gm48117,305,0,305
Gm48118,195,0,195
Gm48119,2625,0,2625
Gm4812,993,0,993
Gm48120,624,0,624
Gm48121,271,0,271
Gm48122,222,0,222
Gm48123,1341,0,1341
Gm48125,1755,0,1755
Gm48126,522,16659,17181
Gm48128,3846,0,3846
Gm4813,799,0,799
Gm48131,1848,0,1848
Gm48132,3844,0,3844
Gm48133,489,171,660
Gm48134,233,0,233
Gm4814,964,490,1454
Gm48140,2057,10717,12774
Gm48143,751,277,1028
Gm48148,99,0,99
Gm4815,994,0,994
Gm48151,409,0,409
Gm48152,661,0,661
Gm48153,409,0,409
Gm48154,488,0,488
Gm48155,526,168678,169204
Gm48156,145,0,145
Gm48157,347,38,385
Gm48159,1113,78642,79755
Gm48160,292,199,491
Gm48162,436,4423,4859
Gm48163,241,29182,29423
Gm48165,1494,135271,136765
Gm48166,1660,135625,137285
Gm48167,216,0,216
Gm48168,364,4641,5005
Gm4817,1411,0,1411
Gm48170,478,3942,4420
Gm48175,180,0,180
Gm48176,451,0,451
Gm48177,1075,42,1117
Gm48180,315,0,315
Gm48184,273,0,273
Gm48185,327,465,792
Gm48186,239,0,239
Gm48187,491,8629,9120
Gm48189,794,873,1667
Gm4819,1009,0,1009
Gm48190,3592,5470,9062
Gm48191,285,0,285
Gm48192,692,0,692
Gm48196,290,0,290
Gm48197,711,18062,18773
Gm48199,496,731,1227
Gm48200,611,545,1156
Gm48202,387,4821,5208
Gm48206,2066,0,2066
Gm48208,1210,0,1210
Gm48209,1375,6627,8002
Gm4821,527,0,527
Gm48210,1260,0,1260
Gm48213,910,507,1417
Gm48215,433,19768,20201
Gm48217,208,0,208
Gm48219,234,0,234
Gm4822,479,0,479
Gm48223,306,448,754
Gm48224,364,0,364
Gm48226,4240,0,4240
Gm48227,303,564,867
Gm48228,404,119059,119463
Gm48229,394,0,394
Gm4823,984,0,984
Gm48232,2364,0,2364
Gm48233,1117,0,1117
Gm48234,193,0,193
Gm48235,769,0,769
Gm48236,817,55209,56026
Gm48238,270,0,270
Gm48239,3551,6594,10145
Gm4824,492,0,492
Gm48240,1093,0,1093
Gm48242,256,0,256
Gm48248,233,0,233
Gm48249,1165,18434,19599
Gm4825,408,0,408
Gm48250,771,3101,3872
Gm48252,109,0,109
Gm48253,1279,0,1279
Gm48255,327,0,327
Gm48256,756,4794,5550
Gm48257,758,490,1248
Gm48258,312,0,312
Gm48260,3829,0,3829
Gm48263,184,0,184
Gm48264,2019,0,2019
Gm48265,510,3198,3708
Gm48268,791,0,791
Gm48269,1111,0,1111
Gm48270,3848,0,3848
Gm48271,3497,0,3497
Gm48272,674,0,674
Gm48273,986,0,986
Gm48275,287,0,287
Gm48276,2385,1306,3691
Gm48277,1742,4102,5844
Gm4828,490,0,490
Gm48281,716,8964,9680
Gm48283,1474,5002,6476
Gm48284,3079,6892,9971
Gm48285,2020,0,2020
Gm48288,538,225,763
Gm48289,312,0,312
Gm4829,594,0,594
Gm48290,372,0,372
Gm48291,319,0,319
Gm48292,551,2114,2665
Gm48293,710,14683,15393
Gm48295,1142,1293,2435
Gm48296,695,0,695
Gm48297,469,0,469
Gm48299,278,0,278
Gm48300,397,0,397
Gm48301,864,38654,39518
Gm48303,1894,0,1894
Gm48305,548,35,583
Gm48306,950,2809,3759
Gm48307,1455,0,1455
Gm48308,1627,0,1627
Gm48309,2458,0,2458
Gm4831,594,0,594
Gm48311,629,1611,2240
Gm48312,598,0,598
Gm48313,1410,2573,3983
Gm48315,161,0,161
Gm48318,148,0,148
Gm4832,482,5120,5602
Gm48320,474,0,474
Gm48321,1743,89029,90772
Gm48322,707,0,707
Gm48324,1263,25265,26528
Gm48325,504,0,504
Gm48327,1101,0,1101
Gm48329,1145,407,1552
Gm4833,790,0,790
Gm48330,369,0,369
Gm48331,271,0,271
Gm48336,2973,3200,6173
Gm48337,202,0,202
Gm48338,246,0,246
Gm48339,446,0,446
Gm4834,3618,0,3618
Gm48341,367,15939,16306
Gm48342,1899,4291,6190
Gm48346,3200,1287,4487
Gm48347,125,0,125
Gm48348,2440,0,2440
Gm4835,972,0,972
Gm48350,851,10259,11110
Gm48351,198,0,198
Gm48352,405,0,405
Gm48354,148,0,148
Gm48355,581,4892,5473
Gm48356,1937,0,1937
Gm48358,1468,0,1468
Gm48360,1508,0,1508
Gm48361,1220,0,1220
Gm48362,3205,1133,4338
Gm48363,4850,0,4850
Gm48364,1062,0,1062
Gm48365,2735,0,2735
Gm48366,3175,0,3175
Gm48368,1804,0,1804
Gm4837,1584,0,1584
Gm48371,457,25724,26181
Gm48373,284,0,284
Gm48374,1765,0,1765
Gm48376,294,2189,2483
Gm48377,871,0,871
Gm48380,383,323,706
Gm48383,1201,22151,23352
Gm48384,273,1050,1323
Gm48385,403,0,403
Gm48386,456,0,456
Gm48387,214,56121,56335
Gm48388,213,0,213
Gm48389,229,0,229
Gm4839,623,0,623
Gm48390,903,0,903
Gm48391,4397,8722,13119
Gm48392,148,0,148
Gm48393,1293,10731,12024
Gm48395,486,5438,5924
Gm48398,217,0,217
Gm48399,413,9607,10020
Gm4840,1810,0,1810
Gm48400,498,0,498
Gm48401,3835,0,3835
Gm48406,229,0,229
Gm48407,215,0,215
Gm48408,1131,0,1131
Gm48409,94,0,94
Gm4841,2839,2129,4968
Gm48410,1260,462,1722
Gm48412,818,884,1702
Gm48414,213,0,213
Gm48415,1723,0,1723
Gm48416,2121,0,2121
Gm48417,3845,0,3845
Gm48418,3808,0,3808
Gm48419,2884,1873,4757
Gm4842,835,0,835
Gm48420,600,0,600
Gm48422,2706,2387,5093
Gm48424,153,0,153
Gm48425,1758,0,1758
Gm48426,482,0,482
Gm48427,1425,9956,11381
Gm48428,580,9155,9735
Gm48429,153,0,153
Gm48431,269,0,269
Gm48432,558,0,558
Gm48433,701,10573,11274
Gm48434,532,0,532
Gm48435,1029,156,1185
Gm48436,504,1888,2392
Gm48439,330,7102,7432
Gm48441,474,4134,4608
Gm48443,3841,0,3841
Gm48444,573,6321,6894
Gm48445,193,0,193
Gm48446,40,0,40
Gm48447,582,27182,27764
Gm48448,1397,353,1750
Gm48449,221,7748,7969
Gm4845,562,0,562
Gm48450,1204,0,1204
Gm48451,1204,0,1204
Gm48452,256,0,256
Gm48453,2309,674,2983
Gm48454,1206,0,1206
Gm48455,420,0,420
Gm48457,307,0,307
Gm48458,404,0,404
Gm4846,1744,12232,13976
Gm48460,226,0,226
Gm48462,358,3493,3851
Gm48464,1147,0,1147
Gm48465,1195,0,1195
Gm48466,472,0,472
Gm48470,265,0,265
Gm48471,767,0,767
Gm48473,277,0,277
Gm48474,1159,0,1159
Gm48475,1391,353,1744
Gm48476,320,0,320
Gm48479,236,44547,44783
Gm48481,515,0,515
Gm48482,2533,0,2533
Gm48483,993,6302,7295
Gm48485,4227,9387,13614
Gm48488,5345,836,6181
Gm4849,2246,0,2246
Gm48492,2705,1532,4237
Gm48493,3841,0,3841
Gm48495,661,215,876
Gm48496,256,0,256
Gm48498,3841,0,3841
Gm48500,1611,16102,17713
Gm48501,3841,0,3841
Gm48502,2871,0,2871
Gm48503,205,9232,9437
Gm48504,5194,0,5194
Gm48505,2031,26231,28262
Gm48506,255,0,255
Gm48507,280,0,280
Gm48508,2627,65410,68037
Gm48510,906,1237,2143
Gm48513,405,0,405
Gm48515,2485,0,2485
Gm48518,2295,0,2295
Gm4852,729,0,729
Gm48520,148,0,148
Gm48521,3474,80196,83670
Gm48522,1200,4287,5487
Gm48524,360,0,360
Gm48525,127,0,127
Gm48526,740,4656,5396
Gm48528,494,0,494
Gm48529,2536,1091,3627
Gm4853,394,0,394
Gm48530,355,32805,33160
Gm48531,324,0,324
Gm48534,363,0,363
Gm48535,2960,4147,7107
Gm48536,3330,0,3330
Gm48537,428,0,428
Gm48538,856,8282,9138
Gm48539,923,21706,22629
Gm4854,574,0,574
Gm48540,109,0,109
Gm48541,3628,0,3628
Gm48544,2394,1685,4079
Gm48545,2552,4994,7546
Gm48547,1006,293,1299
Gm48548,682,1665,2347
Gm48549,198,167,365
Gm4855,1967,0,1967
Gm48550,2452,5271,7723
Gm48551,1970,5125,7095
Gm48553,408,0,408
Gm48555,395,697,1092
Gm48556,454,3788,4242
Gm48557,554,0,554
Gm48558,983,6885,7868
Gm48559,317,1990,2307
Gm4856,1091,28555,29646
Gm48561,250,0,250
Gm48563,3349,0,3349
Gm48564,408,0,408
Gm48565,1705,0,1705
Gm48567,655,0,655
Gm4857,785,0,785
Gm48570,393,670,1063
Gm48571,140,4630,4770
Gm48572,382,0,382
Gm48574,910,0,910
Gm48575,655,0,655
Gm48576,148,0,148
Gm48577,151,0,151
Gm4858,2142,4541,6683
Gm48580,644,821,1465
Gm48581,2652,0,2652
Gm48584,361,3864,4225
Gm48587,268,0,268
Gm48588,252,2423,2675
Gm4859,787,0,787
Gm48590,416,0,416
Gm48592,366,0,366
Gm48594,816,41818,42634
Gm48595,451,9785,10236
Gm48599,329,0,329
Gm48603,1138,0,1138
Gm48604,2420,0,2420
Gm48605,879,1599,2478
Gm48606,906,77481,78387
Gm48607,1989,18711,20700
Gm48608,574,0,574
Gm48609,415,0,415
Gm4861,957,1621,2578
Gm48610,399,3957,4356
Gm48612,656,5033,5689
Gm48613,1688,5617,7305
Gm48614,341,19009,19350
Gm48615,289,0,289
Gm48616,523,75288,75811
Gm48617,1053,96880,97933
Gm48618,368,371,739
Gm48619,2262,101286,103548
Gm48620,408,414,822
Gm48621,1262,0,1262
Gm48622,2746,15230,17976
Gm48623,1366,9473,10839
Gm48626,883,3710,4593
Gm4863,1381,0,1381
Gm48630,1135,0,1135
Gm48631,959,0,959
Gm48634,477,0,477
Gm48635,389,0,389
Gm48636,274,0,274
Gm48637,109,0,109
Gm48639,1876,0,1876
Gm4864,1461,0,1461
Gm48640,226,0,226
Gm48641,400,0,400
Gm48642,442,0,442
Gm48643,370,0,370
Gm48644,170,939,1109
Gm48645,109,0,109
Gm48647,154,0,154
Gm48648,495,48559,49054
Gm4865,1309,0,1309
Gm48650,234,0,234
Gm48651,470,74717,75187
Gm48652,243,0,243
Gm48653,2263,4654,6917
Gm48654,850,2983,3833
Gm48656,797,3969,4766
Gm48657,1029,27089,28118
Gm48658,257,0,257
Gm48659,435,0,435
Gm4866,589,0,589
Gm48662,4472,644,5116
Gm48663,601,0,601
Gm48664,568,74896,75464
Gm48666,279,0,279
Gm48668,103,0,103
Gm48669,170,0,170
Gm48671,739,1354,2093
Gm48672,354,700,1054
Gm48674,279,0,279
Gm48676,177,0,177
Gm48677,614,25157,25771
Gm48678,5319,55230,60549
Gm48679,402,236,638
Gm4868,789,0,789
Gm48680,267,6892,7159
Gm48681,2263,618,2881
Gm48682,1209,6854,8063
Gm48683,695,815,1510
Gm48685,171,0,171
Gm48686,1922,0,1922
Gm48689,450,4738,5188
Gm4869,2955,46472,49427
Gm48690,313,0,313
Gm48691,2000,12551,14551
Gm48693,725,49065,49790
Gm48694,189,13362,13551
Gm48695,733,1648,2381
Gm48696,531,1394,1925
Gm48697,3607,13912,17519
Gm48699,1525,0,1525
Gm4870,1251,0,1251
Gm48701,2293,0,2293
Gm48702,801,2780,3581
Gm48703,1304,59146,60450
Gm48704,1171,412,1583
Gm48705,291,0,291
Gm48707,1362,56386,57748
Gm48708,1167,2157,3324
Gm48709,1263,6190,7453
Gm48710,3310,0,3310
Gm48711,90,0,90
Gm48712,460,0,460
Gm48715,549,28094,28643
Gm48716,733,676,1409
Gm48721,529,6453,6982
Gm48722,172,10409,10581
Gm48723,338,903,1241
Gm48724,1864,2539,4403
Gm48727,807,40350,41157
Gm48728,330,14966,15296
Gm48729,213,0,213
Gm4873,1203,0,1203
Gm48732,1617,78,1695
Gm48733,302,696,998
Gm4874,691,0,691
Gm48740,3246,4508,7754
Gm48742,2184,124530,126714
Gm48743,2057,0,2057
Gm48744,781,0,781
Gm48745,1665,0,1665
Gm48746,1036,14897,15933
Gm48747,785,23648,24433
Gm48748,871,5897,6768
Gm48749,599,57979,58578
Gm4875,786,0,786
Gm48751,4274,0,4274
Gm48752,2869,0,2869
Gm48753,170,0,170
Gm48754,3661,2388,6049
Gm48755,1276,0,1276
Gm48756,285,0,285
Gm48757,491,739,1230
Gm48758,307,206,513
Gm48759,1428,1524,2952
Gm4876,3058,103766,106824
Gm48760,501,0,501
Gm48761,1972,0,1972
Gm48762,574,2330,2904
Gm48763,834,0,834
Gm48764,3666,2388,6054
Gm48765,2313,180686,182999
Gm48767,2891,3280,6171
Gm48768,2290,0,2290
Gm4877,798,0,798
Gm48770,1249,17763,19012
Gm48772,364,0,364
Gm48773,242,7668,7910
Gm48774,980,0,980
Gm48775,608,11069,11677
Gm48776,565,0,565
Gm48777,373,0,373
Gm48778,558,30826,31384
Gm48779,1458,146431,147889
Gm48780,997,0,997
Gm48781,242,0,242
Gm48782,989,890,1879
Gm48783,1080,0,1080
Gm48784,2331,13560,15891
Gm48786,3814,0,3814
Gm48787,379,0,379
Gm48788,479,4707,5186
Gm48790,1323,3368,4691
Gm48791,380,47272,47652
Gm48792,2470,0,2470
Gm48793,3778,0,3778
Gm48794,205,0,205
Gm48795,1161,394,1555
Gm48796,3539,254,3793
Gm48797,406,0,406
Gm48799,3661,2374,6035
Gm4880,1696,74,1770
Gm48801,457,3252,3709
Gm48802,1135,5476,6611
Gm48803,651,1497,2148
Gm48806,324,0,324
Gm48807,1064,9420,10484
Gm48809,2225,879,3104
Gm4881,1152,15898,17050
Gm48812,664,4218,4882
Gm48813,702,0,702
Gm48814,770,2313,3083
Gm48815,475,0,475
Gm48816,366,0,366
Gm48817,1061,290,1351
Gm48818,1246,0,1246
Gm48819,1477,1608,3085
Gm48820,1027,3181,4208
Gm48823,645,1323,1968
Gm48824,1038,536,1574
Gm48825,968,4492,5460
Gm48826,679,0,679
Gm48827,316,0,316
Gm48828,211,0,211
Gm48829,2705,2388,5093
Gm4883,528,0,528
Gm48830,493,12894,13387
Gm48831,487,647,1134
Gm48832,3422,12292,15714
Gm48834,320,33953,34273
Gm48837,2849,8072,10921
Gm48839,382,0,382
Gm4884,2852,9732,12584
Gm48840,3921,0,3921
Gm48841,2841,0,2841
Gm48843,1590,8217,9807
Gm48844,132,7160,7292
Gm48845,300,40002,40302
Gm48847,702,13931,14633
Gm48848,111,0,111
Gm48849,480,0,480
Gm48850,312,0,312
Gm48851,590,704,1294
Gm48852,283,0,283
Gm48853,217,1486,1703
Gm48854,890,8315,9205
Gm48855,2457,0,2457
Gm48856,326,0,326
Gm48857,986,1286,2272
Gm48858,351,0,351
Gm4886,1176,2373,3549
Gm48860,1104,18157,19261
Gm48862,334,0,334
Gm48868,1353,0,1353
Gm4887,1053,0,1053
Gm48873,387,718,1105
Gm48874,5300,0,5300
Gm48876,1841,278,2119
Gm48878,2678,0,2678
Gm48881,729,0,729
Gm48882,1056,5056,6112
Gm48884,468,4355,4823
Gm48888,1761,0,1761
Gm4889,444,0,444
Gm48891,138,0,138
Gm48892,478,0,478
Gm48893,741,46546,47287
Gm48895,394,0,394
Gm48896,316,2280,2596
Gm48897,295,0,295
Gm48898,2671,0,2671
Gm4890,3784,10055,13839
Gm48900,622,17762,18384
Gm48901,374,1104,1478
Gm48902,590,9124,9714
Gm48903,644,7922,8566
Gm48906,745,0,745
Gm48909,381,0,381
Gm48910,513,1602,2115
Gm48911,200,2159,2359
Gm48912,1123,33095,34218
Gm48913,1505,47164,48669
Gm48914,1833,12491,14324
Gm48915,260,0,260
Gm48916,3861,0,3861
Gm48918,3243,0,3243
Gm48919,365,0,365
Gm48920,420,0,420
Gm48922,179,0,179
Gm48923,400,2281,2681
Gm48924,2273,912,3185
Gm48926,181,0,181
Gm48930,636,0,636
Gm48931,229,0,229
Gm48932,3250,0,3250
Gm48933,898,0,898
Gm48934,295,328,623
Gm48935,2101,168,2269
Gm48936,2467,0,2467
Gm48937,362,0,362
Gm48938,424,0,424
Gm48939,2017,0,2017
Gm4894,2294,27770,30064
Gm48940,669,4008,4677
Gm48941,429,20701,21130
Gm48942,842,8499,9341
Gm48943,365,54069,54434
Gm48944,270,0,270
Gm48945,3869,1603,5472
Gm4895,1137,0,1137
Gm48952,339,3553,3892
Gm48953,482,0,482
Gm48954,1412,27197,28609
Gm48957,5708,43633,49341
Gm48960,1426,3269,4695
Gm48963,175,0,175
Gm48964,2020,0,2020
Gm48967,4184,0,4184
Gm48968,295,20184,20479
Gm48969,603,13002,13605
Gm48970,505,8924,9429
Gm48972,2306,23945,26251
Gm48973,382,0,382
Gm48974,772,0,772
Gm48975,1392,3762,5154
Gm48976,1352,0,1352
Gm4898,832,0,832
Gm48980,277,0,277
Gm48981,105,0,105
Gm48983,347,0,347
Gm48984,594,4064,4658
Gm48985,336,0,336
Gm48988,445,0,445
Gm4899,719,0,719
Gm48990,423,0,423
Gm48991,277,0,277
Gm48992,1101,0,1101
Gm48993,310,0,310
Gm48994,366,0,366
Gm4900,1628,0,1628
Gm49000,1597,0,1597
Gm49001,2253,0,2253
Gm49002,1845,546,2391
Gm49003,349,54968,55317
Gm49004,538,1700,2238
Gm49007,2445,65216,67661
Gm49008,272,27617,27889
Gm49009,617,0,617
Gm49010,793,774,1567
Gm49012,1558,13051,14609
Gm49013,484,0,484
Gm49014,1173,21704,22877
Gm49015,2704,2427,5131
Gm49016,614,1434,2048
Gm49017,285,0,285
Gm49018,1208,31764,32972
Gm49020,1075,0,1075
Gm49021,454,0,454
Gm49023,715,9837,10552
Gm49024,998,0,998
Gm49025,309,0,309
Gm49027,1956,11451,13407
Gm49028,930,0,930
Gm49029,406,0,406
Gm4903,405,0,405
Gm49030,674,2214,2888
Gm49031,452,0,452
Gm49033,272,0,272
Gm49034,300,0,300
Gm49035,1336,10782,12118
Gm49036,515,0,515
Gm49039,452,0,452
Gm49041,544,0,544
Gm49042,820,6554,7374
Gm49044,301,0,301
Gm49046,389,22211,22600
Gm49049,187,0,187
Gm49050,381,0,381
Gm49051,270,0,270
Gm49052,504,0,504
Gm49057,270,0,270
Gm49059,694,0,694
Gm49060,631,0,631
Gm49061,432,0,432
Gm49063,514,0,514
Gm49064,1289,1684,2973
Gm49066,799,0,799
Gm49067,449,29916,30365
Gm4907,1493,23562,25055
Gm49070,282,0,282
Gm49071,452,0,452
Gm49072,374,623,997
Gm49077,1266,0,1266
Gm49078,439,861,1300
Gm49079,427,0,427
Gm4908,1005,0,1005
Gm49080,202,0,202
Gm49083,2385,5303,7688
Gm49084,424,0,424
Gm49085,5748,0,5748
Gm49086,908,925,1833
Gm49087,2947,4807,7754
Gm49088,320,0,320
Gm49089,2906,0,2906
Gm4909,794,0,794
Gm49091,150,0,150
Gm49092,936,0,936
Gm49093,405,0,405
Gm49094,499,305,804
Gm49095,916,0,916
Gm49097,3815,1737,5552
Gm49099,1182,657,1839
Gm4910,366,0,366
Gm49100,878,3668,4546
Gm49101,1067,10215,11282
Gm49102,2874,1654,4528
Gm49105,399,0,399
Gm49106,470,5180,5650
Gm49108,737,2039,2776
Gm4911,945,0,945
Gm49112,289,0,289
Gm49113,1284,4963,6247
Gm49114,513,1917,2430
Gm49116,762,20849,21611
Gm49117,924,362,1286
Gm49118,523,0,523
Gm49119,417,0,417
Gm4912,1044,0,1044
Gm49121,1235,24296,25531
Gm49127,972,19759,20731
Gm4913,1290,0,1290
Gm49130,706,1792,2498
Gm49131,250,0,250
Gm49132,4144,0,4144
Gm49134,258,0,258
Gm49135,690,14594,15284
Gm49137,604,0,604
Gm49138,93,0,93
Gm4914,459,0,459
Gm49140,301,0,301
Gm49141,1496,7884,9380
Gm49143,411,620,1031
Gm49144,841,48390,49231
Gm49145,873,11384,12257
Gm49146,2135,6080,8215
Gm49147,165,0,165
Gm4915,1569,0,1569
Gm49151,704,5610,6314
Gm49155,472,0,472
Gm49156,1432,11964,13396
Gm49157,130,0,130
Gm49158,457,0,457
Gm49160,319,2214,2533
Gm49162,1144,91331,92475
Gm49163,705,1153,1858
Gm49164,1645,225849,227494
Gm49165,2929,16271,19200
Gm49166,675,12900,13575
Gm49167,2915,0,2915
Gm49168,310,0,310
Gm49169,1466,15852,17318
Gm4917,650,0,650
Gm49170,187,0,187
Gm49171,1151,470995,472146
Gm49172,935,20456,21391
Gm49173,357,2012,2369
Gm49174,526,0,526
Gm49175,449,14925,15374
Gm49177,380,0,380
Gm49178,297,0,297
Gm49179,4979,0,4979
Gm4918,1084,0,1084
Gm49181,409,0,409
Gm49183,308,0,308
Gm49184,351,0,351
Gm49185,235,0,235
Gm49187,1380,0,1380
Gm49188,2123,0,2123
Gm49189,525,2979,3504
Gm4919,604,112,716
Gm49191,511,12483,12994
Gm49192,1585,45453,47038
Gm49193,2161,0,2161
Gm49195,139,0,139
Gm49198,425,47692,48117
Gm49200,699,40766,41465
Gm49201,1110,0,1110
Gm49202,337,0,337
Gm49203,414,0,414
Gm49205,793,0,793
Gm49207,279,0,279
Gm49208,397,767,1164
Gm49209,670,1824,2494
Gm4921,992,0,992
Gm49210,302,0,302
Gm49211,365,1309,1674
Gm49212,259,3022,3281
Gm49213,214,0,214
Gm49214,351,0,351
Gm49217,557,11565,12122
Gm49218,336,0,336
Gm49219,340,0,340
Gm4922,2358,4711,7069
Gm49220,1021,0,1021
Gm49221,357,0,357
Gm49224,618,2755,3373
Gm49225,747,1743,2490
Gm49226,433,6013,6446
Gm49227,998,2284,3282
Gm49228,396,0,396
Gm49229,342,0,342
Gm49231,732,31669,32401
Gm49232,1432,1170,2602
Gm49233,362,1000,1362
Gm49234,1229,0,1229
Gm49235,925,0,925
Gm49236,1258,25618,26876
Gm49238,6773,0,6773
Gm49239,292,0,292
Gm4924,6302,62326,68628
Gm49240,1187,526,1713
Gm49242,329,0,329
Gm49243,321,0,321
Gm49244,442,0,442
Gm49246,3455,0,3455
Gm49247,203,872,1075
Gm49248,573,4865,5438
Gm49249,1762,18706,20468
Gm4925,1561,0,1561
Gm49251,133,0,133
Gm49252,398,0,398
Gm49253,466,0,466
Gm49254,1976,0,1976
Gm49255,153,0,153
Gm49256,825,0,825
Gm49257,527,3321,3848
Gm49258,303,102,405
Gm49259,995,0,995
Gm4926,1610,6881,8491
Gm49262,475,357,832
Gm49263,739,851,1590
Gm49264,705,0,705
Gm49267,639,33907,34546
Gm49268,3268,0,3268
Gm49269,172,0,172
Gm4927,1318,0,1318
Gm49270,804,0,804
Gm49271,755,8004,8759
Gm49272,1498,4409,5907
Gm49273,3843,0,3843
Gm49276,367,0,367
Gm49277,392,0,392
Gm49278,437,0,437
Gm49279,258,0,258
Gm4928,850,0,850
Gm49281,94,0,94
Gm49282,921,602,1523
Gm49284,2064,0,2064
Gm49289,1201,58538,59739
Gm4929,992,0,992
Gm49292,700,27272,27972
Gm49294,184,0,184
Gm49296,1048,0,1048
Gm49298,455,0,455
Gm49299,362,3002,3364
Gm4930,1087,0,1087
Gm49300,1944,0,1944
Gm49301,334,0,334
Gm49303,442,13253,13695
Gm49304,1278,998,2276
Gm49305,875,2899,3774
Gm49306,527,10933,11460
Gm49309,1853,0,1853
Gm49312,462,0,462
Gm49313,638,14971,15609
Gm49314,1042,0,1042
Gm49315,374,623,997
Gm49316,275,0,275
Gm49318,727,34153,34880
Gm49319,3919,105314,109233
Gm49320,2879,9680,12559
Gm49323,607,22995,23602
Gm49325,512,34835,35347
Gm49326,126,0,126
Gm49329,1498,163379,164877
Gm49333,3432,30879,34311
Gm49334,488,18129,18617
Gm49335,1686,1289,2975
Gm49337,1535,124923,126458
Gm49338,2079,0,2079
Gm49339,1990,14012,16002
Gm49340,3200,22973,26173
Gm49341,330,50,380
Gm49343,753,26364,27117
Gm49345,2103,43508,45611
Gm4935,1198,0,1198
Gm49352,502,29283,29785
Gm49353,724,22263,22987
Gm49354,343,22968,23311
Gm49355,3124,37355,40479
Gm49356,398,47664,48062
Gm49357,378,88090,88468
Gm49358,1254,68747,70001
Gm49359,2628,11189,13817
Gm4936,859,0,859
Gm49360,178,0,178
Gm49361,3287,100740,104027
Gm49363,474,0,474
Gm49364,4744,29739,34483
Gm49366,429,19250,19679
Gm49367,725,56492,57217
Gm49368,4803,60675,65478
Gm49369,1023,10549,11572
Gm49373,1945,8752,10697
Gm49374,827,3608,4435
Gm49376,367,2967,3334
Gm49377,1206,2301,3507
Gm49378,3275,5545,8820
Gm49379,167,0,167
Gm4938,397,0,397
Gm49380,2964,44210,47174
Gm49381,130,0,130
Gm49383,1147,13124,14271
Gm49384,945,13484,14429
Gm49385,572,10336,10908
Gm49386,126,0,126
